r,g,b
107,126,164
194,193,155
247,238,234
114,144,215
195,194,156
64,120,175
114,150,210
38,39,5
145,182,226
103,146,195
153,191,255
204,202,168
101,136,199
199,197,162
196,194,159
149,167,230
179,179,133
67,71,30
95,144,220
1,2,0
67,68,26
3,135,105
199,197,162
180,175,130
174,185,235
160,164,129
152,176,236
177,174,129
154,158,117
178,176,128
163,167,126
66,61,16
146,188,253
120,123,178
57,127,255
54,94,143
197,208,252
53,57,21
206,204,170
107,106,55
37,35,11
178,176,145
101,105,158
176,172,131
27,92,71
19,16,1
52,52,16
44,48,13
190,174,162
115,153,211
239,237,243
182,179,135
181,178,134
91,87,69
193,191,150
90,88,34
35,36,20
159,156,171
51,53,17
183,180,135
192,191,153
60,118,177
2,1,0
147,146,132
164,163,113
144,186,251
173,198,242
200,198,163
25,22,7
175,172,127
200,198,163
149,184,247
149,191,255
99,132,201
159,160,120
20,17,2
148,187,249
171,169,121
12,13,4
170,173,181
40,39,179
177,174,129
239,222,225
217,175,216
13,7,186
106,118,172
28,40,28
111,148,204
16,15,11
175,145,98
87,65,244
197,196,162
168,182,235
182,179,134
193,192,148
107,150,207
149,185,255
38,37,9
181,178,133
95,139,222
79,35,250
172,169,124
62,63,23
150,149,98
57,60,21
21,15,8
112,98,109
198,196,162
62,63,29
0,0,0
0,0,1
2,3,0
129,129,129
232,227,228
234,220,214
55,56,22
145,142,87
199,172,151
129,159,216
119,118,60
182,179,135
201,200,162
182,173,129
66,66,26
36,37,11
137,173,221
146,72,124
165,161,112
99,130,191
105,109,50
171,170,119
91,135,218
190,189,145
56,57,17
178,175,154
99,135,189
181,178,133
121,155,225
67,117,177
187,187,141
32,35,10
122,159,215
102,77,245
151,154,105
162,161,111
179,177,129
148,151,102
157,161,126
132,171,223
52,94,141
198,196,161
197,195,160
9,7,6
200,198,163
150,151,109
201,199,159
171,170,120
41,39,4
144,146,94
206,215,255
143,182,250
26,72,59
199,197,162
188,188,140
196,195,157
0,0,193
97,157,227
174,173,123
177,174,130
152,170,235
180,178,130
1,2,0
156,160,125
157,176,221
163,161,113
161,159,105
122,153,222
156,156,120
141,181,230
8,6,5
55,74,131
173,174,130
84,86,40
235,193,158
175,172,127
107,173,138
151,154,105
221,224,222
1,2,0
100,98,44
69,70,26
62,56,57
71,74,29
173,170,125
177,174,130
178,102,183
143,146,201
50,52,22
163,162,112
180,178,137
199,210,254
144,146,94
110,116,169
69,70,26
92,195,190
196,192,157
142,140,86
159,157,103
55,60,21
149,152,103
149,94,217
141,140,90
150,186,255
193,191,157
0,2,177
139,138,87
21,76,61
99,104,65
181,178,133
53,55,13
142,141,83
223,152,84
111,154,211
124,134,255
255,128,0
183,179,138
190,188,157
0,136,255
55,111,170
29,35,16
57,110,227
99,99,45
172,186,238
163,163,115
188,186,146
54,55,21
28,28,4
185,180,141
119,150,213
199,197,162
112,16,100
255,255,255
101,138,206
156,157,113
127,133,84
180,177,132
118,81,19
147,96,217
195,194,156
102,131,188
57,61,26
174,172,124
171,176,131
156,160,119
124,143,164
165,161,112
139,142,93
156,87,72
66,67,23
177,178,136
55,56,22
159,178,223
172,186,238
84,85,29
141,143,131
241,205,169
101,148,202
178,176,128
57,111,166
101,178,104
148,156,216
62,127,125
53,57,22
196,194,159
74,86,126
180,179,135
149,191,255
228,207,209
48,46,236
165,165,117
177,176,126
78,84,125
44,90,137
129,132,187
208,177,198
160,176,223
103,107,160
136,139,90
151,150,99
180,177,133
36,39,7
196,195,174
131,162,231
170,169,119
141,144,95
59,106,157
125,161,225
68,70,24
99,137,195
76,80,39
95,145,221
172,186,239
55,118,186
127,157,212
255,128,0
114,140,200
84,52,211
180,175,126
165,165,117
101,102,46
184,182,141
136,139,90
192,218,255
50,49,28
144,163,24
36,90,143
58,58,22
152,153,103
52,99,150
153,156,117
157,160,128
140,176,224
53,54,20
13,14,4
172,170,122
122,157,223
164,163,113
103,106,60
88,86,32
163,163,115
101,102,46
147,187,252
41,89,141
161,79,161
62,79,130
136,139,93
200,198,163
104,207,202
182,179,134
131,80,94
174,175,133
192,191,153
193,138,185
184,181,137
143,140,195
189,191,172
2,1,3
29,30,20
163,164,114
167,183,230
15,17,11
112,111,53
127,159,100
132,162,227
61,128,197
126,170,229
51,44,235
50,49,15
182,179,134
44,93,149
32,31,11
47,71,69
52,94,141
150,191,253
174,170,129
176,175,124
205,203,172
14,15,6
159,163,128
179,176,132
104,153,221
94,30,19
205,150,205
173,172,122
100,99,108
48,70,122
153,99,220
91,136,204
109,95,96
57,110,173
165,161,112
154,156,110
194,193,155
157,159,117
158,162,120
166,167,117
255,255,255
31,29,5
61,122,188
203,214,252
145,144,88
183,181,133
54,57,25
199,197,162
114,113,55
108,229,248
87,63,235
138,73,95
171,170,120
53,54,20
247,118,85
161,165,123
183,180,136
51,103,163
15,13,2
64,52,50
134,137,92
172,172,124
181,178,134
0,255,255
56,103,157
188,187,153
180,180,134
131,157,224
177,175,140
148,150,98
200,199,161
55,56,36
145,184,252
170,169,119
79,87,127
54,55,21
139,139,85
178,179,135
95,30,16
169,183,235
170,170,116
165,161,112
172,172,126
140,140,86
53,54,20
67,69,23
157,154,103
196,194,159
135,135,189
155,161,126
177,178,134
156,159,114
123,126,181
200,199,161
38,67,118
91,144,217
127,122,83
29,31,2
126,164,228
165,163,115
58,85,219
57,59,23
164,162,114
177,175,134
180,178,137
32,33,7
138,175,225
93,112,173
169,169,123
130,136,243
173,189,232
142,177,217
150,152,100
158,159,117
177,174,129
85,154,117
159,162,123
14,8,1
68,69,25
55,56,22
57,94,154
102,102,48
88,86,32
0,255,255
180,179,135
162,164,112
119,87,81
165,165,117
227,217,229
6,17,155
45,49,14
172,170,122
156,157,107
24,24,8
115,114,56
124,168,222
130,131,92
167,163,114
178,176,128
192,191,153
30,22,123
199,197,163
47,104,155
179,177,129
2,4,4
70,159,89
132,176,240
166,166,118
46,39,176
33,34,8
38,66,53
176,174,126
187,198,242
201,124,67
12,19,12
200,198,163
51,52,8
54,81,215
204,202,168
181,181,135
55,56,14
179,177,129
102,95,156
171,171,125
103,96,103
150,152,100
62,108,166
124,145,172
209,221,255
169,167,119
197,195,160
97,74,58
169,169,121
57,84,218
176,174,126
0,0,0
145,143,89
56,103,147
85,88,102
168,181,233
70,72,43
7,185,0
253,255,254
11,13,1
78,79,29
63,64,20
180,180,134
35,36,20
124,100,82
0,130,253
201,200,162
157,161,126
201,199,164
160,157,106
154,159,120
92,95,40
50,96,143
151,74,148
140,143,94
55,56,22
142,179,231
2,0,0
164,163,113
188,186,146
174,169,136
113,152,214
118,117,59
185,180,135
164,162,114
127,159,212
73,86,124
182,179,135
55,60,21
69,72,26
85,86,36
178,178,132
169,163,122
202,201,163
164,163,113
167,163,115
193,192,154
188,186,146
185,183,143
129,157,218
146,144,90
183,183,137
106,135,174
195,194,156
187,181,138
160,177,234
67,69,23
151,189,253
173,172,122
6,170,252
44,44,44
15,14,4
159,195,119
69,27,28
101,126,182
179,175,134
134,175,224
13,14,4
52,72,127
92,33,18
175,144,99
164,180,223
44,86,69
179,177,129
173,173,133
137,174,226
180,176,128
135,175,224
49,25,7
184,184,136
195,193,152
2,1,0
139,139,85
205,204,170
255,128,0
191,188,143
16,15,1
152,191,253
163,162,112
46,53,26
179,177,129
172,190,231
179,178,134
240,246,251
29,27,16
180,178,130
167,166,115
157,160,121
178,175,131
64,65,21
164,168,133
179,178,140
113,160,228
182,181,137
53,114,180
178,176,128
198,198,158
114,152,210
94,69,251
107,228,248
102,151,225
105,149,220
34,33,7
113,221,245
175,176,132
66,68,26
180,178,137
135,137,101
202,201,163
201,199,164
97,146,222
35,111,255
178,176,128
163,163,109
255,0,255
104,107,61
160,164,122
178,176,128
2,137,105
137,139,93
16,14,14
255,255,255
133,135,83
127,129,87
128,129,87
79,82,33
8,29,14
129,132,87
13,255,255
169,168,124
182,182,136
119,118,60
179,179,133
177,176,132
155,168,246
174,173,123
182,169,117
186,184,143
109,148,210
10,10,0
60,100,149
178,192,244
33,33,27
114,150,204
180,179,135
177,175,127
63,68,23
36,37,0
194,193,155
195,194,156
195,197,151
33,34,8
90,94,45
190,188,148
97,147,223
149,147,93
180,177,132
0,23,151
52,53,19
157,156,100
199,210,255
149,149,101
183,182,138
165,164,114
63,68,23
169,169,129
200,210,250
46,42,18
34,33,7
152,152,98
140,173,222
64,124,184
185,184,150
37,111,81
77,80,35
176,174,126
120,121,71
34,33,12
73,72,38
192,195,200
89,135,213
176,176,130
11,12,2
146,141,196
205,214,252
139,137,126
226,156,86
198,198,158
7,5,5
150,162,120
132,138,85
43,68,132
24,38,27
166,180,232
172,170,122
175,172,127
190,188,140
146,147,97
33,33,17
6,159,188
11,13,14
201,200,162
52,56,20
149,152,106
198,194,159
138,139,89
55,98,149
57,59,23
180,180,132
174,174,128
128,130,94
141,79,103
175,172,127
200,199,161
125,99,83
4,252,255
14,15,13
178,175,131
15,53,23
181,178,134
22,255,255
87,88,38
182,178,137
154,156,114
57,22,233
107,152,226
243,174,164
5,3,2
199,198,160
172,168,120
103,151,223
169,184,230
5,5,0
169,182,238
137,139,87
155,158,109
49,49,37
50,104,165
67,71,30
175,143,102
196,195,157
162,162,114
51,90,134
34,20,152
182,178,137
169,170,128
138,141,92
166,168,116
190,188,148
124,127,182
57,61,20
165,164,114
81,84,52
155,158,119
109,153,207
127,162,226
87,187,241
173,172,122
134,134,80
63,64,20
82,52,211
118,57,37
35,34,8
106,143,201
161,159,105
181,178,134
138,139,89
128,133,88
186,186,146
56,99,148
247,249,249
178,175,131
103,104,48
198,196,161
187,188,149
172,168,119
173,177,141
174,174,128
60,108,172
55,102,158
16,14,3
77,87,127
79,80,30
121,86,83
150,188,252
164,163,113
108,144,208
180,177,132
150,188,252
28,251,235
139,142,93
95,144,218
181,178,133
114,116,170
111,150,229
15,14,4
182,179,134
76,50,204
248,250,250
97,121,173
60,118,183
11,10,6
52,52,52
162,176,225
5,192,0
3,1,1
137,19,138
255,255,255
174,173,123
157,161,125
128,130,88
200,199,161
187,182,137
178,175,131
149,123,106
40,39,11
172,170,122
61,122,188
50,106,153
99,146,220
165,165,117
179,180,138
103,102,46
14,10,0
116,153,215
52,55,23
158,195,255
124,153,107
183,180,135
177,171,128
54,55,21
48,88,137
181,180,130
11,166,192
202,201,163
103,153,119
159,196,254
87,191,226
189,189,149
143,186,237
134,142,89
180,177,132
64,28,248
180,174,129
71,70,74
167,163,114
140,139,88
182,176,131
140,96,187
63,69,28
201,199,164
206,216,255
101,138,190
159,163,122
75,78,29
52,90,144
187,186,142
53,57,21
166,162,114
197,195,161
182,181,131
199,197,162
0,2,179
139,162,230
19,17,0
205,204,170
124,128,86
37,60,38
123,163,222
232,215,206
150,186,250
3,0,180
141,144,89
54,54,54
175,173,125
3,2,0
3,2,6
146,145,85
111,228,249
18,255,255
52,53,9
232,215,206
143,142,91
201,200,162
125,128,89
90,85,46
165,163,115
124,167,210
186,187,145
174,177,115
202,200,165
35,34,8
182,179,134
111,142,203
109,114,59
97,103,44
75,78,29
141,170,231
141,140,102
65,68,52
53,57,22
55,54,26
61,62,22
186,186,146
199,198,160
202,201,163
61,120,182
61,64,15
68,69,25
73,74,34
164,163,113
164,163,113
180,178,130
181,181,133
178,175,131
149,186,254
52,56,20
180,168,132
181,179,131
129,163,216
112,115,170
172,168,120
218,202,195
55,56,22
111,148,206
173,172,122
186,162,150
129,136,101
165,164,114
185,183,135
2,167,253
239,244,243
24,25,5
139,140,106
175,173,125
179,180,138
183,182,138
80,79,28
88,32,21
70,73,24
197,209,255
168,171,116
89,124,192
165,181,234
163,164,114
176,178,132
81,84,28
141,140,89
12,15,0
180,176,127
164,189,151
26,25,5
168,168,120
165,165,117
92,28,17
166,169,123
175,174,130
171,172,138
137,140,91
178,176,128
151,150,99
200,198,163
27,28,26
133,160,227
148,150,98
121,121,67
68,70,28
149,94,217
142,145,96
189,187,147
151,184,223
224,68,45
172,172,126
151,150,94
222,222,216
165,164,114
179,177,129
70,71,51
113,137,191
182,179,134
201,199,159
81,90,128
122,157,225
199,197,162
201,200,162
80,76,35
43,64,116
182,180,132
162,160,112
97,127,192
120,161,210
173,173,127
117,116,58
182,179,135
0,0,255
116,218,213
151,166,229
199,197,163
173,187,240
169,152,143
176,171,126
111,217,241
53,54,20
181,182,140
187,188,146
140,139,81
166,182,235
198,197,159
163,163,115
5,3,2
96,117,168
69,70,26
171,170,120
179,176,131
162,160,142
240,233,230
132,135,89
227,156,89
111,141,200
138,144,113
35,34,8
90,3,6
50,51,31
168,157,119
188,177,255
21,21,5
166,184,231
80,52,211
63,64,22
176,182,135
50,52,16
197,197,157
129,129,129
162,161,110
10,7,2
20,17,2
180,178,130
173,173,127
115,150,223
111,113,107
181,178,134
59,102,255
4,5,3
49,50,11
132,153,255
149,148,92
194,192,144
42,96,149
50,50,14
137,173,227
62,62,22
143,146,97
113,151,215
74,90,127
145,166,227
42,43,41
35,37,7
179,176,131
90,101,153
54,55,21
0,0,187
179,177,129
131,127,102
131,175,229
19,17,0
150,184,123
132,171,226
103,143,208
177,175,127
181,179,131
41,42,10
202,200,165
250,215,211
2,136,106
156,159,110
53,55,19
62,106,159
162,164,128
182,176,131
47,67,125
195,193,152
100,95,156
183,179,138
183,180,135
202,205,210
130,164,218
21,19,1
83,91,131
85,34,14
109,147,205
179,177,123
135,137,95
163,161,113
231,237,242
182,174,134
51,53,17
149,151,105
186,183,138
133,163,228
201,200,162
67,69,27
133,163,228
44,68,122
240,225,222
60,123,191
168,168,120
52,52,16
124,156,222
157,160,128
171,169,121
197,197,157
57,61,19
132,133,101
193,191,160
202,199,171
154,160,119
148,145,90
0,1,0
24,52,29
171,170,120
4,0,189
59,56,28
169,168,117
114,153,215
171,185,238
181,178,134
0,0,255
10,7,0
53,57,21
163,162,111
148,186,240
47,100,157
49,38,24
127,130,80
98,97,39
171,169,121
171,170,120
24,105,255
116,119,174
52,46,235
120,154,123
7,6,2
123,170,224
184,182,141
111,152,214
41,39,39
170,170,124
50,92,139
196,192,157
179,176,132
61,110,172
0,0,0
170,169,119
115,152,214
97,90,151
141,132,248
85,83,29
205,203,169
49,49,13
145,148,103
197,190,171
177,176,132
37,159,83
177,177,129
128,129,85
135,163,228
145,169,229
54,107,158
102,143,206
136,139,90
126,129,184
179,182,243
198,198,158
43,44,42
5,6,0
196,194,160
23,63,45
140,140,86
28,28,14
173,172,122
153,162,129
179,195,242
73,81,121
80,86,127
117,130,198
59,57,16
141,139,85
6,48,17
250,254,255
119,118,60
180,180,134
150,153,107
181,178,134
36,0,144
18,14,3
72,74,28
10,8,7
23,17,4
99,154,227
133,132,74
158,161,122
125,124,66
132,172,221
174,171,133
180,179,135
52,53,13
176,173,128
201,198,160
172,168,120
176,192,239
58,129,197
179,177,129
130,132,90
168,181,225
59,55,26
114,116,86
173,189,236
64,48,213
54,54,54
163,164,124
145,147,95
3,3,3
68,70,24
175,180,241
156,158,112
149,123,83
61,65,24
190,190,154
178,175,131
183,178,133
63,124,190
151,189,253
0,255,255
179,176,131
241,230,226
39,33,20
201,200,162
103,101,53
193,192,154
180,179,135
153,191,255
3,2,0
96,93,65
126,129,184
56,99,150
140,176,224
159,163,128
22,22,6
182,180,132
152,190,254
69,69,15
151,156,111
170,169,119
200,198,163
177,174,129
200,211,255
176,174,126
168,183,229
30,21,148
163,162,112
6,2,7
34,56,28
112,118,171
32,33,7
171,178,127
188,183,138
238,199,161
106,120,232
36,93,145
182,178,137
169,167,119
178,176,135
197,195,160
181,181,135
190,188,148
141,141,87
32,33,7
47,100,157
200,198,163
154,155,111
183,181,141
180,177,132
101,117,176
59,127,200
110,91,110
166,162,114
53,28,218
168,168,120
150,166,232
44,164,83
153,152,96
165,163,115
35,34,8
204,110,144
59,58,24
172,169,124
60,23,239
178,175,131
68,69,25
178,175,131
136,139,90
147,190,253
12,5,186
146,148,96
53,52,14
53,58,29
234,246,248
184,181,136
140,143,94
166,166,118
145,143,89
202,230,201
200,160,208
178,175,131
167,181,233
133,133,133
75,78,29
52,92,141
131,125,80
152,153,103
156,157,113
81,50,205
89,131,198
116,115,57
34,39,8
114,116,57
176,174,126
156,159,110
161,177,230
182,183,141
178,176,128
67,67,19
165,161,112
90,68,247
178,176,128
220,183,79
199,197,163
62,121,177
1,135,105
181,179,138
12,26,14
222,155,158
195,193,153
54,55,21
106,64,81
164,162,114
74,76,30
139,140,90
54,111,167
145,147,95
190,188,147
17,18,14
236,193,160
97,96,46
99,136,196
12,13,3
186,182,129
47,49,30
192,191,153
79,82,33
158,157,101
163,161,107
176,193,236
156,159,113
32,33,7
178,176,128
101,148,222
160,158,104
163,161,113
175,172,127
25,56,29
197,196,168
172,170,122
133,139,238
200,196,161
178,175,130
180,178,130
179,176,131
176,174,126
145,144,88
95,166,39
171,167,118
105,107,61
174,171,127
69,70,26
159,162,123
179,179,139
203,201,167
6,0,1
17,17,1
177,174,129
187,187,147
145,143,89
171,170,119
36,1,142
71,72,56
112,153,215
0,194,0
163,164,114
60,63,18
199,198,160
186,187,145
186,185,141
45,98,155
222,204,197
210,211,215
74,74,26
137,73,102
202,201,163
147,184,240
211,195,183
178,175,131
143,81,105
9,8,12
88,144,225
180,179,135
145,185,250
171,187,234
57,231,253
203,200,162
16,14,3
180,177,132
205,204,170
109,108,64
0,0,0
177,174,129
164,179,228
60,61,19
105,106,56
199,197,162
172,173,131
140,142,96
145,145,99
178,178,132
171,185,238
165,164,114
58,105,159
100,93,154
173,169,120
94,94,40
96,143,224
124,164,217
100,149,219
165,164,114
178,177,127
0,1,5
182,179,135
4,0,72
33,32,6
174,172,124
213,196,183
173,172,122
30,52,34
103,102,46
150,188,252
119,120,81
172,171,121
140,144,95
199,197,162
4,0,5
106,149,206
111,136,110
18,15,1
148,149,99
134,170,216
129,168,220
181,178,134
54,55,16
192,191,153
178,176,128
29,30,20
194,193,155
91,89,35
190,191,149
122,122,122
47,69,121
76,79,33
135,169,222
110,152,205
54,72,125
171,168,123
66,70,51
198,198,158
161,197,255
77,80,31
99,98,72
157,194,254
181,178,133
139,142,93
16,14,3
169,170,120
201,200,162
44,163,85
130,130,130
0,20,148
198,194,159
57,104,156
158,186,247
180,177,132
60,120,186
108,143,206
158,160,108
157,160,111
160,127,47
45,107,171
179,175,126
145,167,232
172,170,122
116,115,57
51,52,18
54,56,20
60,59,31
79,82,33
127,127,127
170,183,239
147,187,252
203,201,166
196,192,157
165,165,117
192,192,152
163,179,222
93,142,212
79,85,128
109,133,163
0,182,0
163,177,229
2,3,1
192,189,145
172,171,121
134,134,134
136,137,97
180,178,137
80,115,181
90,89,33
92,27,18
84,93,131
21,25,14
177,178,146
141,144,95
190,188,148
0,178,3
114,116,57
33,79,57
176,174,126
40,93,73
159,161,115
94,53,68
179,176,131
168,168,120
126,157,226
127,133,86
99,105,158
149,189,254
40,77,43
181,178,134
14,14,0
66,64,16
78,76,52
123,160,218
108,150,215
201,200,162
138,138,92
97,152,225
181,180,146
31,28,14
187,187,139
178,175,131
168,166,112
111,112,56
179,176,131
43,44,40
136,138,92
14,18,221
60,62,20
61,74,36
185,183,135
147,185,233
33,34,24
159,164,227
114,152,206
158,156,102
181,179,138
164,162,114
154,160,119
190,194,142
182,179,135
59,63,22
5,0,1
76,80,28
109,212,207
143,141,87
233,214,79
3,1,0
176,176,128
95,143,221
178,175,124
15,14,0
78,118,193
51,50,16
227,74,53
107,145,209
44,45,13
160,164,123
182,183,144
202,200,165
16,56,162
138,137,87
54,96,143
180,178,130
153,191,255
111,112,62
144,146,87
175,172,127
182,179,135
32,33,23
154,160,119
157,161,126
74,72,48
44,46,34
192,191,153
64,121,182
164,163,113
143,170,237
192,192,152
66,68,26
114,154,212
68,64,23
38,37,9
173,172,122
6,5,0
111,108,57
135,170,226
198,197,159
88,91,36
59,61,32
246,251,250
63,70,25
177,174,129
179,177,129
129,158,225
154,158,122
174,171,127
109,230,250
174,173,123
177,175,135
98,97,46
165,165,117
177,175,127
168,169,119
134,168,221
17,18,14
189,164,120
127,133,86
19,62,49
36,36,24
169,157,123
163,162,111
181,100,157
24,85,65
100,95,156
252,254,184
180,179,135
175,165,118
147,145,87
227,238,242
200,198,163
52,53,14
61,65,46
128,128,68
77,68,54
6,3,0
153,188,252
172,169,124
95,13,1
118,154,224
180,179,135
64,62,22
139,137,83
65,124,186
157,155,101
157,161,126
54,55,16
29,30,28
121,158,216
122,155,224
128,128,128
182,180,132
153,191,255
141,144,105
192,192,152
179,181,135
174,172,124
176,176,130
34,33,5
142,142,96
38,36,5
6,3,5
170,168,120
172,171,121
9,7,0
4,2,2
5,3,2
198,198,158
77,84,127
140,144,95
77,118,197
180,178,137
136,163,230
169,183,236
173,172,122
174,173,123
136,139,90
54,101,152
55,132,125
157,155,101
141,138,87
53,54,20
255,255,255
94,143,217
113,170,232
179,176,132
64,67,21
128,194,129
152,188,228
164,163,112
83,85,39
197,195,160
201,213,255
132,158,225
172,171,121
165,199,255
241,206,173
129,133,92
177,188,238
35,34,8
189,185,137
103,101,53
197,168,153
64,67,28
52,53,19
131,81,59
200,198,163
201,200,162
56,57,23
173,174,184
199,197,162
180,179,145
81,82,26
227,208,203
193,192,154
206,216,255
89,67,246
92,90,36
255,0,128
74,75,55
163,166,121
147,183,253
45,112,107
146,148,96
97,148,228
141,144,95
23,18,117
176,175,125
5,192,0
152,155,110
125,163,217
68,70,24
18,18,6
156,160,119
1,2,0
152,155,110
66,25,246
174,174,128
55,56,22
